,position_index,billboard_image_at_position_text,billboard_image_at_position_text_emotion,fix_bill,count,recall,recognition
0,1,smoking,smoking_emo,1.0,3.0,1,1
1,2,drugged_driving,drugged_driving_neu,2.0,1.0,1,0
2,3,healthy_diet,healthy_diet_neu,3.0,4.0,0,0
3,4,marijuana,marijuana_neu,4.0,1.0,1,1
4,5,furniture,furniture_neu,5.0,1.0,0,0
5,6,wash_hands,wash_hands_neu,6.0,3.0,0,1
6,7,text_driving,text_driving_neu,7.0,1.0,0,1
7,8,burger,burger_neu,0.0,0.0,0,1
8,9,tech_addiction,tech_addiction_emo,9.0,1.0,0,1
9,10,vaccination,vaccination_emo,10.0,1.0,0,1
10,11,sun_protection,sun_protection_neu,11.0,2.0,0,1
11,12,vaping,vaping_emo,12.0,3.0,0,1
12,13,hotel,hotel_emo,0.0,0.0,0,1
13,14,coffee,coffee_neu,14.0,4.0,0,1
14,15,binge_drinking,binge_drinking_emo,15.0,1.0,1,1
15,16,HIV,HIV_emo,16.0,1.0,0,1
16,17,buckle_up,buckle_up_neu,17.0,2.0,0,1
17,18,diabetes,diabetes_emo,18.0,1.0,0,1
18,19,education_donation,education_donation_emo,19.0,1.0,0,1
19,20,brunch,brunch_emo,20.0,2.0,1,1
